Tournament Name,Stage Name,date,time,team1,team2,team1_score,team2_score,result,Home Team Win,Away Team Win,Draw,tournament_year,match_id,team1_elo_start,team2_elo_start,team1_elo_end,team2_elo_end
1966 FIFA World Cup,group stage,1966-07-15,19:30,Spain,Switzerland,2,1,home team win,1,0,0,1966,178,1483.2,1455.83,1502.55,1436.48
1966 FIFA World Cup,group stage,1966-07-15,19:30,Hungary,Brazil,3,1,home team win,1,0,0,1966,179,1554.38,2203.26,1597.35,2160.29
1966 FIFA World Cup,group stage,1966-07-15,19:30,Chile,North Korea,1,1,draw,0,0,1,1966,180,1598.34,1476.66,1591.61,1483.39
1966 FIFA World Cup,group stage,1966-07-16,19:30,England,Mexico,2,0,home team win,1,0,0,1966,181,1496.97,1377.03,1511.66,1362.34
1966 FIFA World Cup,group stage,1966-07-16,15:00,Soviet Union,Italy,1,0,home team win,1,0,0,1966,182,1518.16,1991.19,1557.57,1951.78
1966 FIFA World Cup,group stage,1966-07-16,15:00,Portugal,Bulgaria,3,0,home team win,1,0,0,1966,183,1527.07,1465.84,1546.06,1446.85
1966 FIFA World Cup,group stage,1966-07-16,15:00,Argentina,Germany,0,0,draw,0,0,1,1966,184,1528.04,1780.71,1540.47,1768.28
1966 FIFA World Cup,group stage,1966-07-19,16:30,Mexico,Uruguay,0,0,draw,0,0,1,1966,185,1362.34,1728.33,1378.0,1712.67
1966 FIFA World Cup,group stage,1966-07-19,19:30,Argentina,Switzerland,2,0,home team win,1,0,0,1966,186,1540.47,1436.48,1556.08,1420.87
1966 FIFA World Cup,group stage,1966-07-19,19:30,Portugal,Brazil,3,1,home team win,1,0,0,1966,187,1546.06,2160.29,1588.81,2117.54
1966 FIFA World Cup,group stage,1966-07-19,19:30,North Korea,Italy,1,0,home team win,1,0,0,1966,188,1483.39,1951.78,1522.74,1912.43
1966 FIFA World Cup,group stage,1966-07-20,19:30,England,France,2,0,home team win,1,0,0,1966,189,1511.66,1522.27,1534.33,1499.6
1966 FIFA World Cup,group stage,1966-07-20,19:30,Germany,Spain,2,1,home team win,1,0,0,1966,190,1768.28,1502.55,1775.76,1495.07
1966 FIFA World Cup,group stage,1966-07-20,19:30,Hungary,Bulgaria,3,1,home team win,1,0,0,1966,191,1597.35,1446.85,1610.37,1433.83
1966 FIFA World Cup,group stage,1966-07-20,19:30,Soviet Union,Chile,2,1,home team win,1,0,0,1966,192,1557.57,1591.61,1580.62,1568.56
1966 FIFA World Cup,quarter-finals,1966-07-23,15:00,England,Argentina,1,0,home team win,1,0,0,1966,193,1534.33,1556.08,1583.21,1507.2
1966 FIFA World Cup,quarter-finals,1966-07-23,15:00,Portugal,North Korea,5,3,home team win,1,0,0,1966,194,1588.81,1522.74,1626.98,1484.57
1966 FIFA World Cup,quarter-finals,1966-07-23,15:00,Soviet Union,Hungary,2,1,home team win,1,0,0,1966,195,1580.62,1610.37,1630.55,1560.44
1966 FIFA World Cup,quarter-finals,1966-07-23,15:00,Germany,Uruguay,4,0,home team win,1,0,0,1966,196,1775.76,1712.67,1815.96,1672.47
1966 FIFA World Cup,semi-finals,1966-07-25,19:30,Germany,Soviet Union,2,1,home team win,1,0,0,1966,197,1815.96,1630.55,1851.02,1595.49
1966 FIFA World Cup,semi-finals,1966-07-26,19:30,England,Portugal,2,1,home team win,1,0,0,1966,198,1583.21,1626.98,1660.29,1549.9
1966 FIFA World Cup,third-place match,1966-07-28,19:30,Portugal,Soviet Union,2,1,home team win,1,0,0,1966,199,1549.9,1595.49,1573.64,1571.75
1966 FIFA World Cup,final,1966-07-30,15:00,England,Germany,4,2,home team win,1,0,0,1966,200,1660.29,1851.02,2041.06,1695.25
1970 FIFA World Cup,group stage,1970-05-31,12:00,Mexico,Soviet Union,0,0,draw,0,0,1,1970,201,1378.0,1571.75,1388.12,1561.63
1970 FIFA World Cup,group stage,1970-06-02,16:00,Uruguay,Israel,2,0,home team win,1,0,0,1970,202,1672.47,1500.0,1684.37,1488.1
1970 FIFA World Cup,group stage,1970-06-02,16:00,England,Romania,1,0,home team win,1,0,0,1970,203,2041.06,1441.3,2042.35,1440.01
1970 FIFA World Cup,group stage,1970-06-02,16:00,Peru,Bulgaria,3,2,home team win,1,0,0,1970,204,1458.33,1433.83,1477.85,1414.31
1970 FIFA World Cup,group stage,1970-06-03,16:00,Belgium,El Salvador,3,0,home team win,1,0,0,1970,205,1401.08,1500.0,1430.46,1470.62
1970 FIFA World Cup,group stage,1970-06-03,16:00,Italy,Sweden,1,0,home team win,1,0,0,1970,206,1912.43,1634.84,1919.5,1627.77
1970 FIFA World Cup,group stage,1970-06-03,16:00,Brazil,Czechoslovakia,4,1,home team win,1,0,0,1970,207,2117.54,1690.49,2121.17,1686.86
1970 FIFA World Cup,group stage,1970-06-03,16:00,Germany,Morocco,2,1,home team win,1,0,0,1970,208,1695.25,1500.0,1705.55,1489.7
1970 FIFA World Cup,group stage,1970-06-06,16:00,Soviet Union,Belgium,4,1,home team win,1,0,0,1970,209,1561.63,1430.46,1576.34,1415.75
1970 FIFA World Cup,group stage,1970-06-06,16:00,Uruguay,Italy,0,0,draw,0,0,1,1970,210,1684.37,1919.5,1696.16,1907.71
1970 FIFA World Cup,group stage,1970-06-06,16:00,Romania,Czechoslovakia,2,1,home team win,1,0,0,1970,211,1440.01,1686.86,1473.84,1653.03
1970 FIFA World Cup,group stage,1970-06-06,16:00,Peru,Morocco,3,0,home team win,1,0,0,1970,212,1477.85,1489.7,1501.63,1465.92
1970 FIFA World Cup,group stage,1970-06-07,12:00,Germany,Bulgaria,5,2,home team win,1,0,0,1970,213,1705.55,1414.31,1712.8,1407.06
1970 FIFA World Cup,group stage,1970-06-07,12:00,Brazil,England,1,0,home team win,1,0,0,1970,214,2121.17,2042.35,2137.49,2026.03
1970 FIFA World Cup,group stage,1970-06-07,12:00,Mexico,El Salvador,4,0,home team win,1,0,0,1970,215,1388.12,1470.62,1417.71,1441.03
1970 FIFA World Cup,group stage,1970-06-07,12:00,Sweden,Israel,1,1,draw,0,0,1,1970,216,1627.77,1488.1,1620.14,1495.73
1970 FIFA World Cup,group stage,1970-06-10,16:00,Soviet Union,El Salvador,2,0,home team win,1,0,0,1970,217,1576.34,1441.03,1590.18,1427.19
1970 FIFA World Cup,group stage,1970-06-10,16:00,Sweden,Uruguay,1,0,home team win,1,0,0,1970,218,1620.14,1696.16,1645.66,1670.64
1970 FIFA World Cup,group stage,1970-06-10,16:00,Brazil,Romania,3,2,home team win,1,0,0,1970,219,2137.49,1473.84,2138.39,1472.94
1970 FIFA World Cup,group stage,1970-06-10,16:00,Germany,Peru,3,1,home team win,1,0,0,1970,220,1712.8,1501.63,1722.86,1491.57
1970 FIFA World Cup,group stage,1970-06-11,16:00,Mexico,Belgium,1,0,home team win,1,0,0,1970,221,1417.71,1415.75,1438.59,1394.87
1970 FIFA World Cup,group stage,1970-06-11,16:00,Italy,Israel,0,0,draw,0,0,1,1970,222,1907.71,1495.73,1891.12,1512.32
1970 FIFA World Cup,group stage,1970-06-11,16:00,England,Czechoslovakia,1,0,home team win,1,0,0,1970,223,2026.03,1653.03,2030.42,1648.64
1970 FIFA World Cup,group stage,1970-06-11,16:00,Bulgaria,Morocco,1,1,draw,0,0,1,1970,224,1407.06,1465.92,1410.42,1462.56
1970 FIFA World Cup,quarter-finals,1970-06-14,12:00,Germany,England,3,2,home team win,1,0,0,1970,225,1722.86,2030.42,1801.48,1951.8
1970 FIFA World Cup,quarter-finals,1970-06-14,12:00,Brazil,Peru,4,2,home team win,1,0,0,1970,226,2138.39,1491.57,2140.61,1489.35
1970 FIFA World Cup,quarter-finals,1970-06-14,12:00,Italy,Mexico,4,1,home team win,1,0,0,1970,227,1891.12,1438.59,1897.73,1431.98
1970 FIFA World Cup,quarter-finals,1970-06-14,12:00,Soviet Union,Uruguay,0,1,away team win,0,1,0,1970,228,1590.18,1670.64,1554.65,1706.17
1970 FIFA World Cup,semi-finals,1970-06-17,16:00,Italy,Germany,4,3,home team win,1,0,0,1970,229,1897.73,1801.48,1947.72,1751.49
1970 FIFA World Cup,semi-finals,1970-06-17,16:00,Brazil,Uruguay,3,1,home team win,1,0,0,1970,230,2140.61,1706.17,2151.15,1695.63
1970 FIFA World Cup,third-place match,1970-06-20,16:00,Germany,Uruguay,1,0,home team win,1,0,0,1970,231,1751.49,1695.63,1769.14,1677.98
1970 FIFA World Cup,final,1970-06-21,12:00,Brazil,Italy,4,1,home team win,1,0,0,1970,232,2151.15,1947.72,2374.46,1949.41
1974 FIFA World Cup,group stage,1974-06-13,17:00,Brazil,Yugoslavia,0,0,draw,0,0,1,1974,233,2374.46,1515.84,2354.74,1535.56
1974 FIFA World Cup,group stage,1974-06-14,16:00,Germany,Chile,1,0,home team win,1,0,0,1974,234,1769.14,1568.56,1779.21,1558.49
1974 FIFA World Cup,group stage,1974-06-14,19:30,East Germany,Australia,2,0,home team win,1,0,0,1974,235,1500.0,1500.0,1522.0,1478.0
1974 FIFA World Cup,group stage,1974-06-14,19:30,Zaire,Scotland,0,2,away team win,0,1,0,1974,236,1500.0,1433.7,1473.85,1459.85
1974 FIFA World Cup,group stage,1974-06-15,16:00,Sweden,Bulgaria,0,0,draw,0,0,1,1974,237,1645.66,1410.42,1633.87,1422.21
1974 FIFA World Cup,group stage,1974-06-15,16:00,Uruguay,Netherlands,0,2,away team win,0,1,0,1974,238,1677.98,1445.21,1643.11,1480.08
1974 FIFA World Cup,group stage,1974-06-15,18:00,Italy,Haiti,3,1,home team win,1,0,0,1974,239,1949.41,1500.0,1952.49,1496.92
1974 FIFA World Cup,group stage,1974-06-15,18:00,Poland,Argentina,3,2,home team win,1,0,0,1974,240,1466.38,1507.2,1489.84,1483.74
1974 FIFA World Cup,group stage,1974-06-18,19:30,Yugoslavia,Zaire,9,0,home team win,1,0,0,1974,241,1535.56,1473.85,1559.46,1449.95
1974 FIFA World Cup,group stage,1974-06-18,19:30,Scotland,Brazil,0,0,draw,0,0,1,1974,242,1459.85,2354.74,1479.62,2334.97
1974 FIFA World Cup,group stage,1974-06-18,16:00,Australia,Germany,0,3,away team win,0,1,0,1974,243,1478.0,1779.21,1471.1,1786.11
1974 FIFA World Cup,group stage,1974-06-18,19:00,Chile,East Germany,1,1,draw,0,0,1,1974,244,1558.49,1522.0,1556.4,1524.09
1974 FIFA World Cup,group stage,1974-06-19,19:30,Bulgaria,Uruguay,1,1,draw,0,0,1,1974,245,1422.21,1643.11,1433.45,1631.87
1974 FIFA World Cup,group stage,1974-06-19,19:30,Netherlands,Sweden,0,0,draw,0,0,1,1974,246,1480.08,1633.87,1488.4,1625.55
1974 FIFA World Cup,group stage,1974-06-19,19:30,Argentina,Italy,1,1,draw,0,0,1,1974,247,1483.74,1952.49,1501.22,1935.01
1974 FIFA World Cup,group stage,1974-06-19,19:30,Haiti,Poland,0,7,away team win,0,1,0,1974,248,1496.92,1489.84,1469.37,1517.39
1974 FIFA World Cup,group stage,1974-06-22,16:00,Australia,Chile,0,0,draw,0,0,1,1974,249,1471.1,1556.4,1475.91,1551.59
1974 FIFA World Cup,group stage,1974-06-22,16:00,Scotland,Yugoslavia,1,1,draw,0,0,1,1974,250,1479.62,1559.46,1484.14,1554.94
1974 FIFA World Cup,group stage,1974-06-22,16:00,Zaire,Brazil,0,3,away team win,0,1,0,1974,251,1449.95,2334.97,1449.67,2335.25
1974 FIFA World Cup,group stage,1974-06-22,19:30,East Germany,Germany,1,0,home team win,1,0,0,1974,252,1524.09,1786.11,1558.48,1751.72
1974 FIFA World Cup,group stage,1974-06-23,16:00,Bulgaria,Netherlands,1,4,away team win,0,1,0,1974,253,1433.45,1488.4,1414.06,1507.79
1974 FIFA World Cup,group stage,1974-06-23,16:00,Sweden,Uruguay,3,0,home team win,1,0,0,1974,254,1625.55,1631.87,1648.97,1608.45
1974 FIFA World Cup,group stage,1974-06-23,16:00,Argentina,Haiti,4,1,home team win,1,0,0,1974,255,1501.22,1469.37,1522.12,1448.47
1974 FIFA World Cup,group stage,1974-06-23,16:00,Poland,Italy,2,1,home team win,1,0,0,1974,256,1517.39,1935.01,1555.91,1896.49
1974 FIFA World Cup,second group stage,1974-06-26,19:30,Sweden,Poland,0,1,away team win,0,1,0,1974,257,1648.97,1555.91,1622.48,1582.4
1974 FIFA World Cup,second group stage,1974-06-26,19:30,Netherlands,Argentina,4,0,home team win,1,0,0,1974,258,1507.79,1522.12,1532.78,1497.13
1974 FIFA World Cup,second group stage,1974-06-26,16:00,Yugoslavia,Germany,0,2,away team win,0,1,0,1974,259,1554.94,1751.72,1544.22,1762.44
1974 FIFA World Cup,second group stage,1974-06-26,19:30,Brazil,East Germany,1,0,home team win,1,0,0,1974,260,2335.25,1558.48,2335.72,1558.01
1974 FIFA World Cup,second group stage,1974-06-30,16:00,Argentina,Brazil,1,2,away team win,0,1,0,1974,261,1497.13,2335.72,1496.8,2336.05
1974 FIFA World Cup,second group stage,1974-06-30,16:00,East Germany,Netherlands,0,2,away team win,0,1,0,1974,262,1558.01,1532.78,1534.42,1556.37
1974 FIFA World Cup,second group stage,1974-06-30,16:00,Poland,Yugoslavia,2,1,home team win,1,0,0,1974,263,1582.4,1544.22,1601.1,1525.52
1974 FIFA World Cup,second group stage,1974-06-30,19:30,Germany,Sweden,4,2,home team win,1,0,0,1974,264,1762.44,1622.48,1776.03,1608.89
1974 FIFA World Cup,second group stage,1974-07-03,16:30,Poland,Germany,0,1,away team win,0,1,0,1974,265,1601.1,1776.03,1589.86,1787.27
1974 FIFA World Cup,second group stage,1974-07-03,19:30,Argentina,East Germany,1,1,draw,0,0,1,1974,266,1496.8,1534.42,1498.96,1532.26
1974 FIFA World Cup,second group stage,1974-07-03,19:30,Netherlands,Brazil,2,0,home team win,1,0,0,1974,267,1556.37,2336.05,1599.88,2292.54
1974 FIFA World Cup,second group stage,1974-07-03,19:30,Sweden,Yugoslavia,2,1,home team win,1,0,0,1974,268,1608.89,1525.52,1624.95,1509.46
1974 FIFA World Cup,third-place match,1974-07-06,16:00,Brazil,Poland,0,1,away team win,0,1,0,1974,269,2292.54,1589.86,2251.26,1631.14
1974 FIFA World Cup,final,1974-07-07,16:00,Netherlands,Germany,1,2,away team win,0,1,0,1974,270,1599.88,1787.27,1597.3,2014.85
1978 FIFA World Cup,group stage,1978-06-01,15:00,Germany,Poland,0,0,draw,0,0,1,1978,271,2014.85,1631.14,1998.81,1647.18
1978 FIFA World Cup,group stage,1978-06-02,13:45,Italy,France,2,1,home team win,1,0,0,1978,272,1896.49,1499.6,1900.37,1495.72
1978 FIFA World Cup,group stage,1978-06-02,16:45,Tunisia,Mexico,3,1,home team win,1,0,0,1978,273,1500.0,1431.98,1517.75,1414.23
1978 FIFA World Cup,group stage,1978-06-02,19:15,Argentina,Hungary,2,1,home team win,1,0,0,1978,274,1498.96,1560.44,1523.64,1535.76
1978 FIFA World Cup,group stage,1978-06-03,13:45,Austria,Spain,2,1,home team win,1,0,0,1978,275,1502.0,1495.07,1522.58,1474.49
1978 FIFA World Cup,group stage,1978-06-03,13:45,Brazil,Sweden,1,1,draw,0,0,1,1978,276,2251.26,1624.95,2232.32,1643.89
1978 FIFA World Cup,group stage,1978-06-03,16:45,Netherlands,Iran,3,0,home team win,1,0,0,1978,277,1597.3,1500.0,1614.02,1483.28
1978 FIFA World Cup,group stage,1978-06-03,16:45,Peru,Scotland,3,1,home team win,1,0,0,1978,278,1489.35,1484.14,1511.02,1462.47
1978 FIFA World Cup,group stage,1978-06-06,13:45,Italy,Hungary,3,1,home team win,1,0,0,1978,279,1900.37,1535.76,1905.18,1530.95
1978 FIFA World Cup,group stage,1978-06-06,16:45,Poland,Tunisia,1,0,home team win,1,0,0,1978,280,1647.18,1517.75,1660.7,1504.23
1978 FIFA World Cup,group stage,1978-06-06,16:45,Germany,Mexico,6,0,home team win,1,0,0,1978,281,1998.81,1414.23,2000.55,1412.49
1978 FIFA World Cup,group stage,1978-06-06,19:15,Argentina,France,2,1,home team win,1,0,0,1978,282,1523.64,1495.72,1542.96,1476.4
1978 FIFA World Cup,group stage,1978-06-07,16:45,Scotland,Iran,1,1,draw,0,0,1,1978,283,1462.47,1483.28,1463.67,1482.08
1978 FIFA World Cup,group stage,1978-06-07,16:45,Netherlands,Peru,0,0,draw,0,0,1,1978,284,1614.02,1511.02,1608.26,1516.78
1978 FIFA World Cup,group stage,1978-06-07,13:45,Austria,Sweden,1,0,home team win,1,0,0,1978,285,1522.58,1643.89,1550.63,1615.84
1978 FIFA World Cup,group stage,1978-06-07,13:45,Brazil,Spain,0,0,draw,0,0,1,1978,286,2232.32,1474.49,2212.82,1493.99
1978 FIFA World Cup,group stage,1978-06-10,14:30,France,Hungary,3,1,home team win,1,0,0,1978,287,1476.4,1530.95,1501.83,1505.52
1978 FIFA World Cup,group stage,1978-06-10,16:45,Poland,Mexico,3,1,home team win,1,0,0,1978,288,1660.7,1412.49,1669.2,1403.99
1978 FIFA World Cup,group stage,1978-06-10,16:45,Germany,Tunisia,0,0,draw,0,0,1,1978,289,2000.55,1504.23,1982.72,1522.06
1978 FIFA World Cup,group stage,1978-06-10,19:15,Argentina,Italy,0,1,away team win,0,1,0,1978,290,1542.96,1905.18,1538.32,1909.82
1978 FIFA World Cup,group stage,1978-06-11,13:45,Brazil,Austria,1,0,home team win,1,0,0,1978,291,2212.82,1550.63,2213.73,1549.72
1978 FIFA World Cup,group stage,1978-06-11,13:45,Spain,Sweden,1,0,home team win,1,0,0,1978,292,1493.99,1615.84,1522.07,1587.76
1978 FIFA World Cup,group stage,1978-06-11,16:45,Peru,Iran,4,1,home team win,1,0,0,1978,293,1516.78,1482.08,1537.49,1461.37
1978 FIFA World Cup,group stage,1978-06-11,16:45,Scotland,Netherlands,3,2,home team win,1,0,0,1978,294,1463.67,1608.26,1492.94,1578.99
1978 FIFA World Cup,second group stage,1978-06-14,19:15,Argentina,Poland,2,0,home team win,1,0,0,1978,295,1538.32,1669.2,1568.24,1639.28
1978 FIFA World Cup,second group stage,1978-06-14,13:45,Austria,Netherlands,1,5,away team win,0,1,0,1978,296,1549.72,1578.99,1527.74,1600.97
1978 FIFA World Cup,second group stage,1978-06-14,13:45,Italy,Germany,0,0,draw,0,0,1,1978,297,1909.82,1982.72,1913.96,1978.58
1978 FIFA World Cup,second group stage,1978-06-14,16:45,Brazil,Peru,3,0,home team win,1,0,0,1978,298,2213.73,1537.49,2214.65,1536.57
1978 FIFA World Cup,second group stage,1978-06-18,16:45,Netherlands,Germany,2,2,draw,0,0,1,1978,299,1600.97,1978.58,1616.88,1962.67
1978 FIFA World Cup,second group stage,1978-06-18,19:15,Argentina,Brazil,0,0,draw,0,0,1,1978,300,1568.24,2214.65,1587.29,2195.6
1978 FIFA World Cup,second group stage,1978-06-18,13:45,Peru,Poland,0,1,away team win,0,1,0,1978,301,1536.57,1639.28,1521.6,1654.25
1978 FIFA World Cup,second group stage,1978-06-18,16:45,Italy,Austria,1,0,home team win,1,0,0,1978,302,1913.96,1527.74,1918.06,1523.64
1978 FIFA World Cup,second group stage,1978-06-21,13:45,Austria,Germany,3,2,home team win,1,0,0,1978,303,1523.64,1962.67,1562.53,1923.78
1978 FIFA World Cup,second group stage,1978-06-21,13:45,Italy,Netherlands,1,2,away team win,0,1,0,1978,304,1918.06,1616.88,1882.36,1652.58
1978 FIFA World Cup,second group stage,1978-06-21,16:45,Brazil,Poland,3,1,home team win,1,0,0,1978,305,2195.6,1654.25,2197.47,1652.38
1978 FIFA World Cup,second group stage,1978-06-21,19:15,Argentina,Peru,6,0,home team win,1,0,0,1978,306,1587.29,1521.6,1608.43,1500.46
1978 FIFA World Cup,third-place match,1978-06-24,15:00,Brazil,Italy,2,1,home team win,1,0,0,1978,307,2197.47,1882.36,2203.36,1876.47
1978 FIFA World Cup,final,1978-06-25,15:00,Argentina,Netherlands,3,1,home team win,1,0,0,1978,308,1608.43,1652.58,1931.75,1554.26
1982 FIFA World Cup,group stage,1982-06-13,20:00,Argentina,Belgium,0,1,away team win,0,1,0,1982,309,1931.75,1394.87,1891.58,1435.04
1982 FIFA World Cup,group stage,1982-06-14,17:15,Italy,Poland,0,0,draw,0,0,1,1982,310,1876.47,1652.38,1865.1,1663.75
1982 FIFA World Cup,group stage,1982-06-14,21:00,Brazil,Soviet Union,2,1,home team win,1,0,0,1982,311,2203.36,1554.65,2204.34,1553.67
1982 FIFA World Cup,group stage,1982-06-15,17:15,Peru,Cameroon,0,0,draw,0,0,1,1982,312,1500.46,1500.0,1500.43,1500.03
1982 FIFA World Cup,group stage,1982-06-15,21:00,Hungary,El Salvador,10,1,home team win,1,0,0,1982,313,1505.52,1427.19,1528.09,1404.62
1982 FIFA World Cup,group stage,1982-06-15,21:00,Scotland,New Zealand,5,2,home team win,1,0,0,1982,314,1492.94,1500.0,1516.41,1476.53
1982 FIFA World Cup,group stage,1982-06-16,21:00,Spain,Honduras,1,1,draw,0,0,1,1982,315,1522.07,1500.0,1520.8,1501.27
1982 FIFA World Cup,group stage,1982-06-16,17:15,England,France,3,1,home team win,1,0,0,1982,316,1951.8,1501.83,1954.87,1498.76
1982 FIFA World Cup,group stage,1982-06-16,17:15,Germany,Algeria,1,2,away team win,0,1,0,1982,317,1923.78,1500.0,1885.15,1538.63
1982 FIFA World Cup,group stage,1982-06-17,17:15,Chile,Austria,0,1,away team win,0,1,0,1982,318,1551.59,1562.53,1531.25,1582.87
1982 FIFA World Cup,group stage,1982-06-17,17:15,Czechoslovakia,Kuwait,1,1,draw,0,0,1,1982,319,1648.64,1500.0,1640.57,1508.07
1982 FIFA World Cup,group stage,1982-06-17,21:00,Yugoslavia,Northern Ireland,0,0,draw,0,0,1,1982,320,1509.46,1482.47,1507.91,1484.02
1982 FIFA World Cup,group stage,1982-06-18,17:15,Italy,Peru,1,1,draw,0,0,1,1982,321,1865.1,1500.43,1849.47,1516.06
1982 FIFA World Cup,group stage,1982-06-18,21:00,Argentina,Hungary,4,1,home team win,1,0,0,1982,322,1891.58,1528.09,1896.63,1523.04
1982 FIFA World Cup,group stage,1982-06-18,21:00,Brazil,Scotland,4,1,home team win,1,0,0,1982,323,2204.34,1516.41,2205.2,1515.55
1982 FIFA World Cup,group stage,1982-06-19,17:15,Poland,Cameroon,0,0,draw,0,0,1,1982,324,1663.75,1500.03,1654.97,1508.81
1982 FIFA World Cup,group stage,1982-06-19,21:00,Belgium,El Salvador,1,0,home team win,1,0,0,1982,325,1435.04,1404.62,1454.21,1385.45
1982 FIFA World Cup,group stage,1982-06-19,21:00,Soviet Union,New Zealand,3,0,home team win,1,0,0,1982,326,1553.67,1476.53,1571.65,1458.55
1982 FIFA World Cup,group stage,1982-06-20,21:00,Spain,Yugoslavia,2,1,home team win,1,0,0,1982,327,1520.8,1507.91,1541.02,1487.69
1982 FIFA World Cup,group stage,1982-06-20,17:15,Germany,Chile,4,1,home team win,1,0,0,1982,328,1885.15,1531.25,1890.46,1525.94
1982 FIFA World Cup,group stage,1982-06-20,17:15,England,Czechoslovakia,2,0,home team win,1,0,0,1982,329,1954.87,1640.57,1961.06,1634.38
1982 FIFA World Cup,group stage,1982-06-21,21:00,Honduras,Northern Ireland,1,1,draw,0,0,1,1982,330,1501.27,1484.02,1500.28,1485.01
1982 FIFA World Cup,group stage,1982-06-21,17:15,France,Kuwait,4,1,home team win,1,0,0,1982,331,1498.76,1508.07,1522.38,1484.45
1982 FIFA World Cup,group stage,1982-06-21,17:15,Algeria,Austria,0,2,away team win,0,1,0,1982,332,1538.63,1582.87,1519.42,1602.08
1982 FIFA World Cup,group stage,1982-06-22,17:15,Poland,Peru,5,1,home team win,1,0,0,1982,333,1654.97,1516.06,1669.86,1501.17
1982 FIFA World Cup,group stage,1982-06-22,21:00,Belgium,Hungary,1,1,draw,0,0,1,1982,334,1454.21,1523.04,1458.12,1519.13
1982 FIFA World Cup,group stage,1982-06-22,21:00,Soviet Union,Scotland,2,2,draw,0,0,1,1982,335,1571.65,1515.55,1568.45,1518.75
1982 FIFA World Cup,group stage,1982-06-23,17:15,Italy,Cameroon,1,1,draw,0,0,1,1982,336,1849.47,1508.81,1834.4,1523.88
1982 FIFA World Cup,group stage,1982-06-23,21:00,Argentina,El Salvador,2,0,home team win,1,0,0,1982,337,1896.63,1385.45,1898.83,1383.25
1982 FIFA World Cup,group stage,1982-06-23,21:00,Brazil,New Zealand,4,0,home team win,1,0,0,1982,338,2205.2,1458.55,2205.84,1457.91
1982 FIFA World Cup,group stage,1982-06-24,17:15,Algeria,Chile,3,2,home team win,1,0,0,1982,339,1519.42,1525.94,1540.81,1504.55
1982 FIFA World Cup,group stage,1982-06-24,17:15,France,Czechoslovakia,1,1,draw,0,0,1,1982,340,1522.38,1634.38,1528.61,1628.15
1982 FIFA World Cup,group stage,1982-06-24,21:00,Honduras,Yugoslavia,0,1,away team win,0,1,0,1982,341,1500.28,1487.69,1478.52,1509.45
1982 FIFA World Cup,group stage,1982-06-25,17:15,Germany,Austria,1,0,home team win,1,0,0,1982,342,1890.46,1602.08,1897.17,1595.37
1982 FIFA World Cup,group stage,1982-06-25,17:15,England,Kuwait,1,0,home team win,1,0,0,1982,343,1961.06,1484.45,1963.6,1481.91
1982 FIFA World Cup,group stage,1982-06-25,21:00,Spain,Northern Ireland,0,1,away team win,0,1,0,1982,344,1541.02,1485.01,1516.66,1509.37
1982 FIFA World Cup,second group stage,1982-06-28,21:00,Poland,Belgium,3,0,home team win,1,0,0,1982,345,1669.86,1458.12,1680.35,1447.63
1982 FIFA World Cup,second group stage,1982-06-28,17:15,Austria,France,0,1,away team win,0,1,0,1982,346,1595.37,1528.61,1570.38,1553.6
1982 FIFA World Cup,second group stage,1982-06-29,17:15,Italy,Argentina,2,1,home team win,1,0,0,1982,347,1834.4,1898.83,1859.25,1873.98
1982 FIFA World Cup,second group stage,1982-06-29,21:00,Germany,England,0,0,draw,0,0,1,1982,348,1897.17,1963.6,1900.95,1959.82
1982 FIFA World Cup,second group stage,1982-07-01,17:15,Austria,Northern Ireland,2,2,draw,0,0,1,1982,349,1570.38,1509.37,1566.9,1512.85
1982 FIFA World Cup,second group stage,1982-07-01,21:00,Belgium,Soviet Union,0,1,away team win,0,1,0,1982,350,1447.63,1568.45,1433.65,1582.43
1982 FIFA World Cup,second group stage,1982-07-02,17:15,Argentina,Brazil,1,3,away team win,0,1,0,1982,351,1873.98,2205.84,1868.31,2211.51
1982 FIFA World Cup,second group stage,1982-07-02,21:00,Germany,Spain,2,1,home team win,1,0,0,1982,352,1900.95,1516.66,1905.09,1512.52
1982 FIFA World Cup,second group stage,1982-07-04,17:15,France,Northern Ireland,4,1,home team win,1,0,0,1982,353,1553.6,1512.85,1573.91,1492.54
1982 FIFA World Cup,second group stage,1982-07-04,21:00,Soviet Union,Poland,0,0,draw,0,0,1,1982,354,1582.43,1680.35,1587.92,1674.86
1982 FIFA World Cup,second group stage,1982-07-05,17:15,Italy,Brazil,3,2,home team win,1,0,0,1982,355,1859.25,2211.51,1896.36,2174.4
1982 FIFA World Cup,second group stage,1982-07-05,21:00,Spain,England,0,0,draw,0,0,1,1982,356,1512.52,1959.82,1529.69,1942.65
1982 FIFA World Cup,semi-finals,1982-07-08,17:15,Poland,Italy,0,2,away team win,0,1,0,1982,357,1674.86,1896.36,1644.5,1926.72
1982 FIFA World Cup,semi-finals,1982-07-08,21:00,Germany,France,3,3,home team win,1,0,0,1982,358,1905.09,1573.91,1922.56,1556.44
1982 FIFA World Cup,third-place match,1982-07-10,20:00,Poland,France,3,2,home team win,1,0,0,1982,359,1644.5,1556.44,1660.29,1540.65
1982 FIFA World Cup,final,1982-07-11,20:00,Italy,Germany,3,1,home team win,1,0,0,1982,360,1926.72,1922.56,2228.75,1845.53
