Tournament Name,Stage Name,date,time,team1,team2,team1_score,team2_score,result,Home Team Win,Away Team Win,Draw,tournament_year,match_id,team1_elo_start,team2_elo_start,team1_elo_end,team2_elo_end
1998 FIFA World Cup,group stage,1998-06-20,21:00,Netherlands,South Korea,5,0,home team win,1,0,0,1998,542,1584.7,1396.02,1597.32,1383.4
1998 FIFA World Cup,group stage,1998-06-20,14:30,Japan,Croatia,0,1,away team win,0,1,0,1998,543,1497.28,1522.0,1477.77,1541.51
1998 FIFA World Cup,group stage,1998-06-21,21:00,United States,Iran,1,2,away team win,0,1,0,1998,544,1407.04,1447.02,1388.45,1465.61
1998 FIFA World Cup,group stage,1998-06-21,14:30,Germany,Yugoslavia,2,2,draw,0,0,1,1998,545,2236.47,1589.64,2217.41,1608.7
1998 FIFA World Cup,group stage,1998-06-21,17:30,Argentina,Jamaica,5,0,home team win,1,0,0,1998,546,1966.48,1478.0,1969.31,1475.17
1998 FIFA World Cup,group stage,1998-06-22,17:30,Colombia,Tunisia,1,0,home team win,1,0,0,1998,547,1426.21,1514.19,1452.42,1487.98
1998 FIFA World Cup,group stage,1998-06-22,21:00,Romania,England,2,1,home team win,1,0,0,1998,548,1525.04,1794.74,1559.7,1760.08
1998 FIFA World Cup,group stage,1998-06-23,16:00,Chile,Cameroon,1,1,draw,0,0,1,1998,549,1524.39,1527.94,1524.59,1527.74
1998 FIFA World Cup,group stage,1998-06-23,16:00,Italy,Austria,2,1,home team win,1,0,0,1998,550,1973.09,1558.09,1976.62,1554.56
1998 FIFA World Cup,group stage,1998-06-23,21:00,Brazil,Norway,1,2,away team win,0,1,0,1998,551,2369.71,1511.43,2328.01,1553.13
1998 FIFA World Cup,group stage,1998-06-23,21:00,Scotland,Morocco,0,3,away team win,0,1,0,1998,552,1502.37,1454.11,1476.2,1480.28
1998 FIFA World Cup,group stage,1998-06-24,16:00,France,Denmark,2,1,home team win,1,0,0,1998,553,1714.43,1567.83,1727.06,1555.2
1998 FIFA World Cup,group stage,1998-06-24,16:00,South Africa,Saudi Arabia,2,2,draw,0,0,1,1998,554,1493.32,1472.43,1492.12,1473.63
1998 FIFA World Cup,group stage,1998-06-24,21:00,Nigeria,Paraguay,1,3,away team win,0,1,0,1998,555,1575.89,1506.53,1549.56,1532.86
1998 FIFA World Cup,group stage,1998-06-24,21:00,Spain,Bulgaria,6,1,home team win,1,0,0,1998,556,1560.68,1531.06,1583.55,1508.19
1998 FIFA World Cup,group stage,1998-06-25,21:00,Germany,Iran,2,0,home team win,1,0,0,1998,557,2217.41,1465.61,2217.98,1465.04
1998 FIFA World Cup,group stage,1998-06-25,21:00,United States,Yugoslavia,0,1,away team win,0,1,0,1998,558,1388.45,1608.7,1379.23,1617.92
1998 FIFA World Cup,group stage,1998-06-25,16:00,Belgium,South Korea,1,1,draw,0,0,1,1998,559,1545.58,1383.4,1536.87,1392.11
1998 FIFA World Cup,group stage,1998-06-25,16:00,Netherlands,Mexico,2,2,draw,0,0,1,1998,560,1597.32,1488.67,1591.26,1494.73
1998 FIFA World Cup,group stage,1998-06-26,16:00,Argentina,Croatia,1,0,home team win,1,0,0,1998,561,1969.31,1541.51,1972.61,1538.21
1998 FIFA World Cup,group stage,1998-06-26,16:00,Japan,Jamaica,1,2,away team win,0,1,0,1998,562,1477.77,1475.17,1456.61,1496.33
1998 FIFA World Cup,group stage,1998-06-26,21:00,Colombia,England,0,2,away team win,0,1,0,1998,563,1452.42,1760.08,1446.02,1766.48
1998 FIFA World Cup,group stage,1998-06-26,21:00,Romania,Tunisia,1,1,draw,0,0,1,1998,564,1559.7,1487.98,1555.63,1492.05
1998 FIFA World Cup,round of 16,1998-06-27,16:30,Italy,Norway,1,0,home team win,1,0,0,1998,565,1976.62,1553.13,1981.6,1548.15
1998 FIFA World Cup,round of 16,1998-06-27,21:00,Brazil,Chile,4,1,home team win,1,0,0,1998,566,2328.01,1524.59,2328.65,1523.95
1998 FIFA World Cup,round of 16,1998-06-28,21:00,Nigeria,Denmark,1,4,away team win,0,1,0,1998,567,1549.56,1555.2,1517.1,1587.66
1998 FIFA World Cup,round of 16,1998-06-28,16:30,France,Paraguay,1,0,home team win,1,0,0,1998,568,1727.06,1532.86,1742.34,1517.58
1998 FIFA World Cup,round of 16,1998-06-29,16:30,Germany,Mexico,2,1,home team win,1,0,0,1998,569,2217.98,1494.73,2218.93,1493.78
1998 FIFA World Cup,round of 16,1998-06-29,21:00,Netherlands,Yugoslavia,2,1,home team win,1,0,0,1998,570,1591.26,1617.92,1624.63,1584.55
1998 FIFA World Cup,round of 16,1998-06-30,16:30,Romania,Croatia,0,1,away team win,0,1,0,1998,571,1555.63,1538.21,1523.08,1570.76
1998 FIFA World Cup,round of 16,1998-06-30,21:00,Argentina,England,2,2,home team win,1,0,0,1998,572,1972.61,1766.48,1986.64,1752.45
1998 FIFA World Cup,quarter-finals,1998-07-03,21:00,Brazil,Denmark,3,2,home team win,1,0,0,1998,573,2328.65,1587.66,2329.92,1586.39
1998 FIFA World Cup,quarter-finals,1998-07-03,16:30,Italy,France,0,0,away team win,0,1,0,1998,574,1981.6,1742.34,1909.73,1814.21
1998 FIFA World Cup,quarter-finals,1998-07-04,21:00,Germany,Croatia,0,3,away team win,0,1,0,1998,575,2218.93,1570.76,2125.18,1664.51
1998 FIFA World Cup,quarter-finals,1998-07-04,16:30,Netherlands,Argentina,2,1,home team win,1,0,0,1998,576,1624.63,1986.64,1706.45,1904.82
1998 FIFA World Cup,semi-finals,1998-07-07,21:00,Brazil,Netherlands,1,1,home team win,1,0,0,1998,577,2329.92,1706.45,2333.55,1702.82
1998 FIFA World Cup,semi-finals,1998-07-08,21:00,France,Croatia,2,1,home team win,1,0,0,1998,578,1814.21,1664.51,1854.9,1623.82
1998 FIFA World Cup,third-place match,1998-07-11,21:00,Netherlands,Croatia,1,2,away team win,0,1,0,1998,579,1702.82,1623.82,1677.13,1649.51
1998 FIFA World Cup,final,1998-07-12,21:00,Brazil,France,0,3,away team win,0,1,0,1998,580,2333.55,1854.9,2117.3199999999997,2296.13
2002 FIFA World Cup,group stage,2002-05-31,20:30,France,Senegal,0,1,away team win,0,1,0,2002,581,2296.13,1500.0,2254.56,1541.57
2002 FIFA World Cup,group stage,2002-06-01,15:30,Republic of Ireland,Cameroon,1,1,draw,0,0,1,2002,582,1520.36,1527.74,1520.78,1527.32
2002 FIFA World Cup,group stage,2002-06-01,18:00,Uruguay,Denmark,1,2,away team win,0,1,0,2002,583,1559.41,1586.39,1540.04,1605.76
2002 FIFA World Cup,group stage,2002-06-01,20:30,Germany,Saudi Arabia,8,0,home team win,1,0,0,2002,584,2125.18,1473.63,2126.47,1472.34
2002 FIFA World Cup,group stage,2002-06-02,14:30,Argentina,Nigeria,1,0,home team win,1,0,0,2002,585,1904.82,1517.1,1908.89,1513.03
2002 FIFA World Cup,group stage,2002-06-02,16:30,Paraguay,South Africa,2,2,draw,0,0,1,2002,586,1517.58,1492.12,1516.12,1493.58
2002 FIFA World Cup,group stage,2002-06-02,18:30,England,Sweden,1,1,draw,0,0,1,2002,587,1752.45,1649.36,1746.68,1655.13
2002 FIFA World Cup,group stage,2002-06-02,20:30,Spain,Slovenia,3,1,home team win,1,0,0,2002,588,1583.55,1500.0,1600.36,1483.19
2002 FIFA World Cup,group stage,2002-06-03,20:30,Italy,Ecuador,2,0,home team win,1,0,0,2002,589,1909.73,1500.0,1913.53,1496.2
2002 FIFA World Cup,group stage,2002-06-03,15:30,Croatia,Mexico,0,1,away team win,0,1,0,2002,590,1649.51,1493.78,1619.68,1523.61
2002 FIFA World Cup,group stage,2002-06-03,18:00,Brazil,Turkey,2,1,home team win,1,0,0,2002,591,2117.3199999999997,1478.53,2118.36,1477.49
2002 FIFA World Cup,group stage,2002-06-04,15:30,China,Costa Rica,0,2,away team win,0,1,0,2002,592,1500.0,1519.88,1479.26,1540.62
2002 FIFA World Cup,group stage,2002-06-04,18:00,Japan,Belgium,2,2,draw,0,0,1,2002,593,1456.61,1536.87,1461.15,1532.33
2002 FIFA World Cup,group stage,2002-06-04,20:30,South Korea,Poland,2,0,home team win,1,0,0,2002,594,1392.11,1655.26,1428.18,1619.19
2002 FIFA World Cup,group stage,2002-06-05,15:30,Russia,Tunisia,2,0,home team win,1,0,0,2002,595,1509.59,1492.05,1530.48,1471.16
2002 FIFA World Cup,group stage,2002-06-05,18:00,United States,Portugal,3,2,home team win,1,0,0,2002,596,1379.23,1564.18,1410.46,1532.95
2002 FIFA World Cup,group stage,2002-06-05,20:30,Germany,Republic of Ireland,1,1,draw,0,0,1,2002,597,2126.47,1520.78,2107.66,1539.59
2002 FIFA World Cup,group stage,2002-06-06,20:30,France,Uruguay,0,0,draw,0,0,1,2002,598,2254.56,1540.04,2235.2,1559.4
2002 FIFA World Cup,group stage,2002-06-06,15:30,Denmark,Senegal,1,1,draw,0,0,1,2002,599,1605.76,1541.57,1602.11,1545.22
2002 FIFA World Cup,group stage,2002-06-06,18:00,Cameroon,Saudi Arabia,1,0,home team win,1,0,0,2002,600,1527.32,1472.34,1545.02,1454.64
2002 FIFA World Cup,group stage,2002-06-07,18:00,Spain,Paraguay,3,1,home team win,1,0,0,2002,601,1600.36,1516.12,1617.13,1499.35
2002 FIFA World Cup,group stage,2002-06-07,20:30,Argentina,England,0,1,away team win,0,1,0,2002,602,1908.89,1746.68,1878.74,1776.83
2002 FIFA World Cup,group stage,2002-06-07,15:30,Sweden,Nigeria,2,1,home team win,1,0,0,2002,603,1655.13,1513.03,1667.99,1500.17
2002 FIFA World Cup,group stage,2002-06-08,20:30,Brazil,China,4,0,home team win,1,0,0,2002,604,2118.36,1479.26,2119.54,1478.08
2002 FIFA World Cup,group stage,2002-06-08,15:30,South Africa,Slovenia,1,0,home team win,1,0,0,2002,605,1493.58,1483.19,1513.95,1462.82
2002 FIFA World Cup,group stage,2002-06-08,18:00,Italy,Croatia,1,2,away team win,0,1,0,2002,606,1913.53,1619.68,1878.06,1655.15
2002 FIFA World Cup,group stage,2002-06-09,15:30,Mexico,Ecuador,2,1,home team win,1,0,0,2002,607,1523.61,1496.2,1542.96,1476.85
2002 FIFA World Cup,group stage,2002-06-09,18:00,Costa Rica,Turkey,1,1,draw,0,0,1,2002,608,1540.62,1477.49,1537.03,1481.08
2002 FIFA World Cup,group stage,2002-06-09,20:30,Japan,Russia,1,0,home team win,1,0,0,2002,609,1461.15,1530.48,1486.29,1505.34
2002 FIFA World Cup,group stage,2002-06-10,15:30,South Korea,United States,1,1,draw,0,0,1,2002,610,1428.18,1410.46,1427.16,1411.48
2002 FIFA World Cup,group stage,2002-06-10,18:00,Tunisia,Belgium,1,1,draw,0,0,1,2002,611,1471.16,1532.33,1474.65,1528.84
2002 FIFA World Cup,group stage,2002-06-10,20:30,Portugal,Poland,4,0,home team win,1,0,0,2002,612,1532.95,1619.19,1562.79,1589.35
2002 FIFA World Cup,group stage,2002-06-11,15:30,Denmark,France,2,0,home team win,1,0,0,2002,613,1602.11,2235.2,1644.99,2192.32
2002 FIFA World Cup,group stage,2002-06-11,15:30,Senegal,Uruguay,3,3,draw,0,0,1,2002,614,1545.22,1559.4,1546.04,1558.58
2002 FIFA World Cup,group stage,2002-06-11,20:30,Cameroon,Germany,0,2,away team win,0,1,0,2002,615,1545.02,2107.66,1543.36,2109.32
2002 FIFA World Cup,group stage,2002-06-11,20:30,Saudi Arabia,Republic of Ireland,0,3,away team win,0,1,0,2002,616,1454.64,1539.59,1437.15,1557.08
2002 FIFA World Cup,group stage,2002-06-12,20:30,Slovenia,Paraguay,1,3,away team win,0,1,0,2002,617,1462.82,1499.35,1443.12,1519.05
2002 FIFA World Cup,group stage,2002-06-12,20:30,South Africa,Spain,2,3,away team win,0,1,0,2002,618,1513.95,1617.13,1499.01,1632.07
2002 FIFA World Cup,group stage,2002-06-12,15:30,Nigeria,England,0,0,draw,0,0,1,2002,619,1500.17,1776.83,1513.41,1763.59
2002 FIFA World Cup,group stage,2002-06-12,15:30,Sweden,Argentina,1,1,draw,0,0,1,2002,620,1667.99,1878.74,1678.82,1867.91
2002 FIFA World Cup,group stage,2002-06-13,15:30,Costa Rica,Brazil,2,5,away team win,0,1,0,2002,621,1537.03,2119.54,1535.48,2121.09
2002 FIFA World Cup,group stage,2002-06-13,15:30,Turkey,China,3,0,home team win,1,0,0,2002,622,1481.08,1478.08,1503.88,1455.28
2002 FIFA World Cup,group stage,2002-06-13,20:30,Ecuador,Croatia,1,0,home team win,1,0,0,2002,623,1476.85,1655.15,1507.77,1624.23
2002 FIFA World Cup,group stage,2002-06-13,20:30,Mexico,Italy,1,1,draw,0,0,1,2002,624,1542.96,1878.06,1557.89,1863.13
2002 FIFA World Cup,group stage,2002-06-14,20:30,Portugal,South Korea,0,1,away team win,0,1,0,2002,625,1562.79,1427.16,1533.98,1455.97
2002 FIFA World Cup,group stage,2002-06-14,20:30,Poland,United States,3,1,home team win,1,0,0,2002,626,1589.35,1411.48,1600.98,1399.85
2002 FIFA World Cup,group stage,2002-06-14,15:30,Belgium,Russia,3,2,home team win,1,0,0,2002,627,1528.84,1505.34,1548.42,1485.76
2002 FIFA World Cup,group stage,2002-06-14,15:30,Tunisia,Japan,0,2,away team win,0,1,0,2002,628,1474.65,1486.29,1453.39,1507.55
2002 FIFA World Cup,round of 16,2002-06-15,15:30,Germany,Paraguay,1,0,home team win,1,0,0,2002,629,2109.32,1519.05,2111.33,1517.04
2002 FIFA World Cup,round of 16,2002-06-15,20:30,Denmark,England,0,3,away team win,0,1,0,2002,630,1644.99,1763.59,1622.84,1785.74
2002 FIFA World Cup,round of 16,2002-06-16,15:30,Sweden,Senegal,1,2,away team win,0,1,0,2002,631,1678.82,1546.04,1636.52,1588.34
2002 FIFA World Cup,round of 16,2002-06-16,20:30,Spain,Republic of Ireland,1,1,home team win,1,0,0,2002,632,1632.07,1557.08,1655.69,1533.46
2002 FIFA World Cup,round of 16,2002-06-17,20:30,Brazil,Belgium,2,0,home team win,1,0,0,2002,633,2121.09,1548.42,2123.37,1546.14
2002 FIFA World Cup,round of 16,2002-06-17,15:30,Mexico,United States,0,2,away team win,0,1,0,2002,634,1557.89,1399.85,1512.26,1445.48
2002 FIFA World Cup,round of 16,2002-06-18,20:30,South Korea,Italy,2,1,home team win,1,0,0,2002,635,1455.97,1863.13,1512.54,1806.56
2002 FIFA World Cup,round of 16,2002-06-18,15:30,Japan,Turkey,0,1,away team win,0,1,0,2002,636,1507.55,1503.88,1476.22,1535.21
2002 FIFA World Cup,quarter-finals,2002-06-21,15:30,England,Brazil,1,2,away team win,0,1,0,2002,637,1785.74,2123.37,1774.22,2134.89
2002 FIFA World Cup,quarter-finals,2002-06-21,20:30,Germany,United States,1,0,home team win,1,0,0,2002,638,2111.33,1445.48,2113.28,1443.53
2002 FIFA World Cup,quarter-finals,2002-06-22,15:30,Spain,South Korea,0,0,away team win,0,1,0,2002,639,1655.69,1512.54,1593.13,1575.1
2002 FIFA World Cup,quarter-finals,2002-06-22,20:30,Senegal,Turkey,0,1,away team win,0,1,0,2002,640,1588.34,1535.21,1535.36,1588.19
2002 FIFA World Cup,semi-finals,2002-06-25,20:30,Germany,South Korea,1,0,home team win,1,0,0,2002,641,2113.28,1575.1,2119.2,1569.18
2002 FIFA World Cup,semi-finals,2002-06-26,20:30,Brazil,Turkey,1,0,home team win,1,0,0,2002,642,2134.89,1588.19,2140.54,1582.54
2002 FIFA World Cup,third-place match,2002-06-29,20:00,South Korea,Turkey,2,3,away team win,0,1,0,2002,643,1569.18,1582.54,1548.99,1602.73
2002 FIFA World Cup,final,2002-06-30,20:00,Germany,Brazil,0,2,away team win,0,1,0,2002,644,2119.2,2140.54,2049.76,2434.98
2006 FIFA World Cup,group stage,2006-06-09,18:00,Germany,Costa Rica,4,2,home team win,1,0,0,2006,645,2049.76,1535.48,2051.93,1533.31
2006 FIFA World Cup,group stage,2006-06-09,21:00,Poland,Ecuador,0,2,away team win,0,1,0,2006,646,1600.98,1507.77,1573.22,1535.53
2006 FIFA World Cup,group stage,2006-06-10,15:00,England,Paraguay,1,0,home team win,1,0,0,2006,647,1774.22,1517.04,1782.01,1509.25
2006 FIFA World Cup,group stage,2006-06-10,18:00,Trinidad and Tobago,Sweden,0,0,draw,0,0,1,2006,648,1500.0,1636.52,1507.48,1629.04
2006 FIFA World Cup,group stage,2006-06-10,21:00,Argentina,Ivory Coast,2,1,home team win,1,0,0,2006,649,1867.91,1500.0,1872.42,1495.49
2006 FIFA World Cup,group stage,2006-06-11,21:00,Angola,Portugal,0,1,away team win,0,1,0,2006,650,1500.0,1533.98,1481.05,1552.93
2006 FIFA World Cup,group stage,2006-06-11,18:00,Mexico,Iran,3,1,home team win,1,0,0,2006,651,1512.26,1465.04,1531.29,1446.01
2006 FIFA World Cup,group stage,2006-06-11,15:00,Serbia and Montenegro,Netherlands,0,1,away team win,0,1,0,2006,652,1500.0,1677.13,1488.87,1688.26
2006 FIFA World Cup,group stage,2006-06-12,15:00,Australia,Japan,3,1,home team win,1,0,0,2006,653,1475.91,1476.22,1497.93,1454.2
2006 FIFA World Cup,group stage,2006-06-12,18:00,United States,Czech Republic,0,3,away team win,0,1,0,2006,654,1443.53,1500.0,1424.24,1519.29
2006 FIFA World Cup,group stage,2006-06-12,21:00,Italy,Ghana,2,0,home team win,1,0,0,2006,655,1806.56,1500.0,1812.99,1493.57
2006 FIFA World Cup,group stage,2006-06-13,15:00,South Korea,Togo,2,1,home team win,1,0,0,2006,656,1548.99,1500.0,1567.05,1481.94
2006 FIFA World Cup,group stage,2006-06-13,18:00,France,Switzerland,0,0,draw,0,0,1,2006,657,2192.32,1404.58,2172.74,1424.16
2006 FIFA World Cup,group stage,2006-06-13,21:00,Brazil,Croatia,1,0,home team win,1,0,0,2006,658,2434.98,1624.23,2435.37,1623.84
2006 FIFA World Cup,group stage,2006-06-14,15:00,Spain,Ukraine,4,0,home team win,1,0,0,2006,659,1593.13,1500.0,1610.85,1482.28
2006 FIFA World Cup,group stage,2006-06-14,18:00,Tunisia,Saudi Arabia,2,2,draw,0,0,1,2006,660,1453.39,1437.15,1452.46,1438.08
2006 FIFA World Cup,group stage,2006-06-14,21:00,Germany,Poland,1,0,home team win,1,0,0,2006,661,2051.93,1573.22,2054.44,1570.71
2006 FIFA World Cup,group stage,2006-06-15,15:00,Ecuador,Costa Rica,3,0,home team win,1,0,0,2006,662,1535.53,1533.31,1558.38,1510.46
2006 FIFA World Cup,group stage,2006-06-15,18:00,England,Trinidad and Tobago,2,0,home team win,1,0,0,2006,663,1782.01,1507.48,1789.52,1499.97
2006 FIFA World Cup,group stage,2006-06-15,21:00,Sweden,Paraguay,1,0,home team win,1,0,0,2006,664,1629.04,1509.25,1643.07,1495.22
2006 FIFA World Cup,group stage,2006-06-16,21:00,Mexico,Angola,0,0,draw,0,0,1,2006,665,1531.29,1481.05,1528.42,1483.92
2006 FIFA World Cup,group stage,2006-06-16,15:00,Argentina,Serbia and Montenegro,6,0,home team win,1,0,0,2006,666,1872.42,1488.87,1877.57,1483.72
2006 FIFA World Cup,group stage,2006-06-16,18:00,Netherlands,Ivory Coast,2,1,home team win,1,0,0,2006,667,1688.26,1495.49,1698.67,1485.08
2006 FIFA World Cup,group stage,2006-06-17,15:00,Portugal,Iran,2,0,home team win,1,0,0,2006,668,1552.93,1446.01,1568.37,1430.57
2006 FIFA World Cup,group stage,2006-06-17,18:00,Czech Republic,Ghana,0,2,away team win,0,1,0,2006,669,1519.29,1493.57,1495.66,1517.2
2006 FIFA World Cup,group stage,2006-06-17,21:00,Italy,United States,1,1,draw,0,0,1,2006,670,1812.99,1424.24,1796.85,1440.38
2006 FIFA World Cup,group stage,2006-06-18,15:00,Japan,Croatia,0,0,draw,0,0,1,2006,671,1454.2,1623.84,1463.26,1614.78
2006 FIFA World Cup,group stage,2006-06-18,18:00,Brazil,Australia,2,0,home team win,1,0,0,2006,672,2435.37,1497.93,2435.57,1497.73
2006 FIFA World Cup,group stage,2006-06-18,21:00,France,South Korea,1,1,draw,0,0,1,2006,673,2172.74,1567.05,2153.93,1585.86
2006 FIFA World Cup,group stage,2006-06-19,15:00,Togo,Switzerland,0,2,away team win,0,1,0,2006,674,1481.94,1424.16,1456.31,1449.79
2006 FIFA World Cup,group stage,2006-06-19,18:00,Saudi Arabia,Ukraine,0,4,away team win,0,1,0,2006,675,1438.08,1482.28,1417.12,1503.24
2006 FIFA World Cup,group stage,2006-06-19,21:00,Spain,Tunisia,3,1,home team win,1,0,0,2006,676,1610.85,1452.46,1623.46,1439.85
2006 FIFA World Cup,group stage,2006-06-20,21:00,Paraguay,Trinidad and Tobago,2,0,home team win,1,0,0,2006,677,1495.22,1499.97,1517.52,1477.67
2006 FIFA World Cup,group stage,2006-06-20,21:00,Sweden,England,2,2,draw,0,0,1,2006,678,1643.07,1789.52,1651.03,1781.56
2006 FIFA World Cup,group stage,2006-06-20,16:00,Costa Rica,Poland,1,2,away team win,0,1,0,2006,679,1510.46,1570.71,1493.07,1588.1
2006 FIFA World Cup,group stage,2006-06-20,16:00,Ecuador,Germany,0,3,away team win,0,1,0,2006,680,1558.38,2054.44,1555.88,2056.94
2006 FIFA World Cup,group stage,2006-06-21,16:00,Iran,Angola,1,1,draw,0,0,1,2006,681,1430.57,1483.92,1433.62,1480.87
2006 FIFA World Cup,group stage,2006-06-21,16:00,Portugal,Mexico,2,1,home team win,1,0,0,2006,682,1568.37,1528.42,1586.97,1509.82
2006 FIFA World Cup,group stage,2006-06-21,21:00,Ivory Coast,Serbia and Montenegro,3,2,home team win,1,0,0,2006,683,1485.08,1483.72,1506.0,1462.8
2006 FIFA World Cup,group stage,2006-06-21,21:00,Netherlands,Argentina,0,0,draw,0,0,1,2006,684,1698.67,1877.57,1708.15,1868.09
2006 FIFA World Cup,group stage,2006-06-22,16:00,Czech Republic,Italy,0,2,away team win,0,1,0,2006,685,1495.66,1796.85,1489.06,1803.45
2006 FIFA World Cup,group stage,2006-06-22,16:00,Ghana,United States,2,1,home team win,1,0,0,2006,686,1517.2,1440.38,1533.63,1423.95
2006 FIFA World Cup,group stage,2006-06-22,21:00,Croatia,Australia,2,2,draw,0,0,1,2006,687,1614.78,1497.73,1608.29,1504.22
2006 FIFA World Cup,group stage,2006-06-22,21:00,Japan,Brazil,1,4,away team win,0,1,0,2006,688,1463.26,2435.57,1463.09,2435.74
2006 FIFA World Cup,group stage,2006-06-23,21:00,Togo,France,0,2,away team win,0,1,0,2006,689,1456.31,2153.93,1455.53,2154.71
2006 FIFA World Cup,group stage,2006-06-23,16:00,Saudi Arabia,Spain,0,1,away team win,0,1,0,2006,690,1417.12,1623.46,1407.31,1633.27
2006 FIFA World Cup,group stage,2006-06-23,16:00,Ukraine,Tunisia,1,0,home team win,1,0,0,2006,691,1503.24,1439.85,1520.45,1422.64
2006 FIFA World Cup,group stage,2006-06-23,21:00,Switzerland,South Korea,2,0,home team win,1,0,0,2006,692,1449.79,1585.86,1479.99,1555.66
2006 FIFA World Cup,round of 16,2006-06-24,21:00,Argentina,Mexico,2,1,home team win,1,0,0,2006,693,1868.09,1509.82,1875.08,1502.83
2006 FIFA World Cup,round of 16,2006-06-24,17:00,Germany,Sweden,2,0,home team win,1,0,0,2006,694,2056.94,1651.03,2062.58,1645.39
2006 FIFA World Cup,round of 16,2006-06-25,17:00,England,Ecuador,1,0,home team win,1,0,0,2006,695,1781.56,1555.88,1794.85,1542.59
2006 FIFA World Cup,round of 16,2006-06-25,21:00,Portugal,Netherlands,1,0,home team win,1,0,0,2006,696,1586.97,1708.15,1628.36,1666.76
2006 FIFA World Cup,round of 16,2006-06-26,17:00,Italy,Australia,1,0,home team win,1,0,0,2006,697,1803.45,1504.22,1812.85,1494.82
2006 FIFA World Cup,round of 16,2006-06-26,21:00,Switzerland,Ukraine,0,0,away team win,0,1,0,2006,698,1479.99,1520.45,1453.47,1546.97
2006 FIFA World Cup,round of 16,2006-06-27,17:00,Brazil,Ghana,3,0,home team win,1,0,0,2006,699,2435.74,1533.63,2436.1,1533.27
2006 FIFA World Cup,round of 16,2006-06-27,21:00,Spain,France,1,3,away team win,0,1,0,2006,700,1633.27,2154.71,1630.24,2157.74
2006 FIFA World Cup,quarter-finals,2006-06-30,17:00,Germany,Argentina,1,1,home team win,1,0,0,2006,701,2062.58,1875.08,2085.41,1852.25
2006 FIFA World Cup,quarter-finals,2006-06-30,21:00,Italy,Ukraine,3,0,home team win,1,0,0,2006,702,1812.85,1546.97,1829.93,1529.89
2006 FIFA World Cup,quarter-finals,2006-07-01,17:00,England,Portugal,0,0,away team win,0,1,0,2006,703,1794.85,1628.36,1729.8,1693.41
2006 FIFA World Cup,quarter-finals,2006-07-01,21:00,Brazil,France,0,1,away team win,0,1,0,2006,704,2436.1,2157.74,2359.52,2234.32
2006 FIFA World Cup,semi-finals,2006-07-04,21:00,Germany,Italy,0,2,away team win,0,1,0,2006,705,2085.41,1829.93,1972.38,1942.96
2006 FIFA World Cup,semi-finals,2006-07-05,21:00,Portugal,France,0,1,away team win,0,1,0,2006,706,1693.41,2234.32,1687.58,2240.15
2006 FIFA World Cup,third-place match,2006-07-08,21:00,Germany,Portugal,3,1,home team win,1,0,0,2006,707,1972.38,1687.58,1979.53,1680.43
2006 FIFA World Cup,final,2006-07-09,20:00,Italy,France,1,1,home team win,1,0,0,2006,708,1942.96,2240.15,2350.22,2057.8900000000003
2010 FIFA World Cup,group stage,2010-06-11,16:00,South Africa,Mexico,1,1,draw,0,0,1,2010,709,1499.01,1502.83,1499.23,1502.61
2010 FIFA World Cup,group stage,2010-06-11,20:30,Uruguay,France,0,0,draw,0,0,1,2010,710,1558.58,2057.8900000000003,1576.44,2040.03
2010 FIFA World Cup,group stage,2010-06-12,13:30,South Korea,Greece,2,0,home team win,1,0,0,2010,711,1555.66,1447.69,1571.04,1432.31
2010 FIFA World Cup,group stage,2010-06-12,16:00,Argentina,Nigeria,1,0,home team win,1,0,0,2010,712,1852.25,1513.41,1857.48,1508.18
2010 FIFA World Cup,group stage,2010-06-12,20:30,England,United States,1,1,draw,0,0,1,2010,713,1729.8,1423.95,1715.67,1438.08
2010 FIFA World Cup,group stage,2010-06-13,13:30,Algeria,Slovenia,0,1,away team win,0,1,0,2010,714,1514.72,1443.12,1489.45,1468.39
2010 FIFA World Cup,group stage,2010-06-13,16:00,Serbia,Ghana,0,1,away team win,0,1,0,2010,715,1500.0,1533.27,1481.0,1552.27
2010 FIFA World Cup,group stage,2010-06-13,20:30,Germany,Australia,4,0,home team win,1,0,0,2010,716,1979.53,1494.82,1982.31,1492.04
2010 FIFA World Cup,group stage,2010-06-14,13:30,Netherlands,Denmark,2,0,home team win,1,0,0,2010,717,1666.76,1622.84,1685.99,1603.61
2010 FIFA World Cup,group stage,2010-06-14,16:00,Japan,Cameroon,1,0,home team win,1,0,0,2010,718,1463.09,1543.36,1488.86,1517.59
2010 FIFA World Cup,group stage,2010-06-14,20:30,Italy,Paraguay,1,1,draw,0,0,1,2010,719,2350.22,1517.52,2330.55,1537.19
2010 FIFA World Cup,group stage,2010-06-15,16:00,Ivory Coast,Portugal,0,0,draw,0,0,1,2010,720,1506.0,1680.43,1515.27,1671.16
2010 FIFA World Cup,group stage,2010-06-15,13:30,New Zealand,Slovakia,1,1,draw,0,0,1,2010,721,1457.91,1500.0,1460.32,1497.59
2010 FIFA World Cup,group stage,2010-06-15,20:30,Brazil,North Korea,2,1,home team win,1,0,0,2010,722,2359.52,1484.57,2359.79,1484.3
2010 FIFA World Cup,group stage,2010-06-16,20:30,South Africa,Uruguay,0,3,away team win,0,1,0,2010,723,1499.23,1576.44,1481.26,1594.41
